Airline_ID,Airline_Name,Flight_Number,Departure_Date,Arrival_Date,Departure_Time,Arrival_Time,Booking_Code,Passenger_Name,Seat_Number,Class,Fare,Extras,Loyalty_Points,Status,Gate,Terminal,Baggage_Claim,Duration_Hours,Layovers,Layover_Locations,Aircraft_Type,Pilot,Cabin_Crew,Inflight_Entertainment,Meal_Option,WiFi,Window_Seat,Aisle_Seat,Emergency_Exit_Row,Number_Of_Stops,Reward_Program_Member
6,Alaska Airlines,3513,2023-11-05 09:01:02,2023-11-07 20:56:49,19:37:35,19:46:38,BPXD,Name_DEOBO,SeatAQX,First,979.03,Meal,2979,Confirmed,GateIA,A,ClaimURZ,7.79,1,LOCDOX,TypeECE,Pilot_JYSH,Crew_SWKM,Yes,Vegan,Available,True,True,True,0,No
6,Alaska Airlines,6670,2023-03-14 00:01:46,2023-09-14 11:19:18,07:50:06,09:17:45,BSDF,Name_JWJRG,SeatYSK,Business,115.45,No Extras,0,Pending,GateVI,A,ClaimFST,7.99,0,LOCDUI,TypeNIZ,Pilot_DLNX,Crew_JNLF,No,No Meal,Available,True,True,False,2,No
7,Spirit Airlines,4239,2023-01-29 17:55:16,2023-09-08 03:01:46,03:21:53,07:55:52,BBNJ,Name_XUWUZ,SeatRKT,Economy,634.86,Meal,0,Confirmed,GateZI,B,ClaimCZK,7.91,0,LOCCRQ,TypeGMY,Pilot_FFFC,Crew_RLXJ,Yes,No Meal,Not Available,True,False,False,1,Yes
7,Spirit Airlines,6322,2023-01-14 19:47:35,2023-02-18 18:16:39,22:11:00,02:09:52,BEYR,Name_SFAUR,SeatBLK,Business,319.32,No Extras,0,Confirmed,GateWS,C,ClaimMKP,4.38,1,LOCDRF,TypeLTA,Pilot_IFSH,Crew_RKWG,Yes,Vegetarian,Not Available,False,False,False,2,Yes
7,Spirit Airlines,4083,2023-02-04 09:08:45,2023-08-07 12:06:38,22:11:17,04:35:53,BTIO,Name_WOGPZ,SeatVXQ,Economy,710.36,Meal,0,Confirmed,GateLI,A,ClaimEBO,1.67,2,LOCKDW,TypeFWK,Pilot_RHOS,Crew_CIQM,No,Vegetarian,Available,False,True,False,1,Yes
7,Spirit Airlines,3926,2023-09-07 16:09:20,2023-12-21 12:08:17,21:10:51,10:04:36,BGXR,Name_YPYBK,SeatCNQ,Business,259.56,No Extras,1941,Confirmed,GateVG,C,ClaimYOB,9.75,1,LOCMMT,TypeYRQ,Pilot_MKXP,Crew_PZEW,Yes,Vegan,Available,False,True,False,0,No
7,Spirit Airlines,6280,2023-09-21 22:12:55,2023-12-15 21:08:33,23:38:25,10:56:09,BCDX,Name_NFEFM,SeatJOA,First,407.99,Meal,0,Confirmed,GateNQ,A,ClaimSNN,9.59,1,LOCPPC,TypeMPX,Pilot_IOSA,Crew_IOGO,No,Vegan,Not Available,False,True,False,1,No
7,Spirit Airlines,7132,2023-07-17 04:10:06,2023-11-17 21:04:18,03:07:46,10:40:05,BJTZ,Name_GWHVZ,SeatZHO,Economy,162.2,Extra Baggage,1260,Confirmed,GateVY,C,ClaimTTD,11.07,1,LOCTNN,TypeUDI,Pilot_DZNV,Crew_GISQ,No,Vegan,Available,False,True,False,2,No
7,Spirit Airlines,1282,2023-02-27 18:49:53,2023-11-15 09:14:45,20:23:35,07:06:04,BYJX,Name_PVVVF,SeatUUV,First,903.34,Meal,510,Pending,GateYY,B,ClaimFSG,1.82,2,LOCTNS,TypeWGI,Pilot_ADIC,Crew_RJXM,Yes,Vegetarian,Available,True,True,True,1,No
7,Spirit Airlines,1800,2023-08-12 16:26:52,2023-09-07 15:07:38,07:03:36,07:12:46,BNMA,Name_LAEIA,SeatPSC,First,887.93,Meal,1803,Confirmed,GateLW,D,ClaimHFL,3.11,1,LOCMRH,TypeCPM,Pilot_FMUQ,Crew_IYVC,Yes,Vegan,Not Available,False,True,True,0,Yes
7,Spirit Airlines,7659,2023-05-12 12:32:32,2023-06-10 18:30:46,07:02:16,20:08:42,BACK,Name_NCTZP,SeatWMY,Business,579.34,No Extras,0,Cancelled,GateAR,B,ClaimRFK,10.3,0,LOCGCR,TypeMYD,Pilot_MNQF,Crew_LGVR,No,Non-Vegetarian,Not Available,False,True,False,2,No
7,Spirit Airlines,9417,2023-10-10 10:02:46,2023-12-18 07:45:37,10:02:03,22:23:44,BHNM,Name_CINQV,SeatAOG,First,58.49,No Extras,0,Cancelled,GateXH,B,ClaimUBU,8.36,2,LOCTXL,TypeFFE,Pilot_IXTG,Crew_ZRQL,No,Non-Vegetarian,Available,True,False,True,0,No
7,Spirit Airlines,2984,2023-07-11 18:58:19,2023-12-25 00:32:31,18:26:35,21:28:55,BBWY,Name_UOOHM,SeatWKR,Economy,213.47,Meal,0,Confirmed,GateHL,B,ClaimMGG,4.79,2,LOCBOF,TypeEWB,Pilot_XACE,Crew_JLDE,No,Vegetarian,Available,False,False,True,1,No
7,Spirit Airlines,2952,2023-10-28 23:56:09,2023-10-31 15:11:02,22:10:54,06:02:00,BGYV,Name_GRNNN,SeatPZJ,First,551.04,No Extras,0,Confirmed,GateFN,B,ClaimFIL,2.57,2,LOCUYB,TypeVDA,Pilot_KIYM,Crew_GVAL,Yes,No Meal,Not Available,False,True,True,0,Yes
7,Spirit Airlines,7059,2023-01-21 14:02:37,2023-09-23 15:18:57,18:01:39,12:36:24,BJMA,Name_UBTRP,SeatKFG,Business,757.0,Meal,3691,Pending,GateOQ,D,ClaimMBH,9.71,0,LOCYKB,TypeXMX,Pilot_VXUQ,Crew_VMEQ,Yes,No Meal,Not Available,False,True,True,2,No
7,Spirit Airlines,2154,2023-07-29 09:49:17,2023-10-16 07:36:18,04:49:58,20:56:04,BEZT,Name_PEKSP,SeatCRB,Economy,254.64,Meal,0,Confirmed,GateZX,C,ClaimCXO,5.55,0,LOCOAS,TypeYOA,Pilot_MBVU,Crew_TCQN,Yes,No Meal,Available,False,False,True,1,No
7,Spirit Airlines,3482,2023-03-08 03:30:04,2023-12-05 19:21:47,15:11:54,08:43:50,BBKF,Name_WHQKZ,SeatQKA,First,918.52,Meal,0,Cancelled,GateFX,C,ClaimIAX,5.89,2,LOCDFG,TypeJYI,Pilot_CETB,Crew_FNXT,Yes,No Meal,Available,False,True,False,0,No
7,Spirit Airlines,6970,2023-10-24 01:41:30,2023-12-25 13:13:44,05:14:54,22:39:28,BXLJ,Name_MVWOO,SeatJXV,First,715.39,Meal,0,Pending,GateKP,A,ClaimJRW,10.42,0,LOCYMR,TypeGXX,Pilot_VPOQ,Crew_CSZL,No,Vegan,Not Available,True,True,False,1,Yes
7,Spirit Airlines,2203,2023-03-11 10:34:36,2023-04-07 17:52:53,07:11:15,05:11:43,BMBL,Name_BTEAM,SeatFMY,First,255.78,Extra Baggage,0,Pending,GateBR,B,ClaimMRS,7.17,0,LOCAXX,TypeEOS,Pilot_XWFT,Crew_NVTK,Yes,Vegan,Not Available,True,True,False,0,No
7,Spirit Airlines,5552,2023-03-08 16:53:17,2023-11-17 21:02:29,09:56:59,08:46:12,BTXL,Name_HIHFA,SeatNZS,Economy,320.04,No Extras,1729,Pending,GateLR,A,ClaimPSO,9.45,0,LOCBDP,TypeQHS,Pilot_AEDJ,Crew_CDXK,Yes,Vegan,Available,True,True,False,1,No
7,Spirit Airlines,3124,2023-04-05 14:06:59,2023-06-09 03:12:16,03:23:05,06:40:19,BPXC,Name_FHXMM,SeatVFN,Business,368.21,No Extras,2671,Cancelled,GateCM,B,ClaimOQW,10.09,1,LOCRHQ,TypeSDN,Pilot_QUET,Crew_BRDO,Yes,No Meal,Available,False,False,False,1,No
7,Spirit Airlines,8101,2023-10-22 07:03:48,2023-12-06 10:43:47,14:10:36,16:26:12,BDOC,Name_ZBVXZ,SeatZOC,First,465.45,Meal,0,Pending,GateMY,D,ClaimRWX,8.49,1,LOCXJV,TypeXJM,Pilot_SEBC,Crew_JUDQ,Yes,Vegetarian,Available,False,False,False,0,Yes
7,Spirit Airlines,3416,2023-05-14 18:43:56,2023-08-29 22:45:26,17:03:25,09:20:15,BDYQ,Name_AFMXW,SeatUVP,Business,657.92,Extra Baggage,0,Pending,GateKL,B,ClaimCFH,3.55,1,LOCUAR,TypeKHN,Pilot_LDDN,Crew_DOLQ,No,Vegan,Available,True,True,False,2,No
7,Spirit Airlines,6465,2023-09-14 02:21:54,2023-11-01 16:36:02,00:14:37,22:54:18,BEAV,Name_PQOCC,SeatEPB,First,340.54,No Extras,0,Confirmed,GateZH,C,ClaimKVM,3.95,1,LOCRNG,TypeKAV,Pilot_BBXB,Crew_IBGE,Yes,Vegetarian,Not Available,True,True,False,2,No
7,Spirit Airlines,9546,2023-07-08 05:32:17,2023-11-13 16:20:02,04:25:28,21:16:50,BJYY,Name_MULNH,SeatAXE,Business,782.71,No Extras,0,Cancelled,GateBX,C,ClaimETO,3.19,1,LOCEZG,TypeUAL,Pilot_RHED,Crew_QNDE,No,Vegetarian,Available,False,False,True,1,Yes
7,Spirit Airlines,9772,2023-03-21 04:02:25,2023-11-21 18:17:07,19:38:21,21:18:02,BQMD,Name_OLOCJ,SeatOUX,Economy,535.79,Meal,0,Confirmed,GateOB,A,ClaimBGU,7.97,2,LOCMSI,TypeLJL,Pilot_HZPB,Crew_QUBO,No,Vegan,Not Available,False,True,False,2,Yes
7,Spirit Airlines,5758,2023-10-10 07:55:59,2023-10-22 10:38:16,15:42:41,06:37:11,BWPY,Name_SXWAP,SeatOSH,First,403.12,Extra Baggage,2449,Pending,GateFS,C,ClaimEGL,2.85,0,LOCYIS,TypeDUD,Pilot_KAFB,Crew_RZJE,No,Non-Vegetarian,Available,True,True,True,0,No
7,Spirit Airlines,9032,2023-04-03 19:50:35,2023-04-06 12:17:14,13:08:33,12:19:58,BPDT,Name_XBEXU,SeatVYS,First,434.96,No Extras,0,Pending,GateXJ,C,ClaimKWI,3.75,2,LOCOXS,TypeUWA,Pilot_VGHA,Crew_XIIB,No,Vegan,Not Available,False,True,True,1,No
7,Spirit Airlines,6701,2023-01-10 21:37:26,2023-06-13 05:32:01,11:32:55,16:58:47,BUFL,Name_UTNUW,SeatFCY,First,619.36,Meal,0,Cancelled,GateCF,D,ClaimUST,8.69,0,LOCXKQ,TypeOKY,Pilot_ASBI,Crew_OEHK,No,No Meal,Available,False,True,False,0,Yes
7,Spirit Airlines,4538,2023-02-13 02:04:08,2023-07-12 07:12:04,22:41:18,18:04:16,BHHY,Name_SIRCI,SeatCOY,Economy,767.08,Extra Baggage,0,Pending,GateCU,A,ClaimMCT,4.43,2,LOCHWA,TypeXRT,Pilot_YOEM,Crew_ZZWE,No,Vegan,Not Available,True,False,False,2,No
7,Spirit Airlines,3298,2023-03-08 01:31:20,2023-07-10 21:08:21,03:05:56,15:12:38,BQSC,Name_COGJT,SeatXPL,First,425.04,Extra Baggage,0,Pending,GateET,D,ClaimVKG,7.54,2,LOCSYG,TypeBDO,Pilot_BJXQ,Crew_HLLL,No,Non-Vegetarian,Not Available,False,False,True,0,No
7,Spirit Airlines,4574,2023-05-23 18:09:45,2023-10-21 08:39:45,08:24:04,10:14:05,BMHC,Name_BWJWV,SeatUPB,Business,801.16,No Extras,0,Confirmed,GateKX,D,ClaimRZF,9.22,0,LOCJYZ,TypeHMD,Pilot_ASTW,Crew_WDGJ,No,Non-Vegetarian,Not Available,True,False,True,2,No
7,Spirit Airlines,8454,2023-06-24 17:32:41,2023-06-27 22:30:27,19:11:01,21:06:14,BLIX,Name_MTDKU,SeatSCL,First,157.27,No Extras,0,Confirmed,GateIN,A,ClaimHBZ,9.44,0,LOCJFZ,TypeMKH,Pilot_XLOD,Crew_ZDUI,No,Non-Vegetarian,Not Available,False,True,True,0,Yes
7,Spirit Airlines,4342,2023-01-20 06:53:23,2023-08-01 13:59:01,19:44:34,07:23:37,BUDF,Name_PCPHN,SeatYNG,Economy,429.6,No Extras,0,Cancelled,GateYI,B,ClaimYFK,9.6,1,LOCQWY,TypeUHT,Pilot_PNSO,Crew_XZIL,Yes,Vegan,Available,False,False,False,2,No
7,Spirit Airlines,8770,2023-07-21 17:48:48,2023-12-21 07:16:24,05:37:12,02:43:31,BEHI,Name_NHVND,SeatSRH,Economy,862.05,Extra Baggage,2396,Confirmed,GateJQ,C,ClaimIMB,1.75,1,LOCSKR,TypeXUL,Pilot_NBZZ,Crew_HURO,No,Vegan,Not Available,False,False,False,0,Yes
7,Spirit Airlines,2196,2023-02-15 17:03:39,2023-03-11 07:00:21,21:38:40,21:34:01,BYYK,Name_CWKQA,SeatKGU,Economy,477.25,No Extras,0,Pending,GateIY,B,ClaimQUF,7.61,2,LOCQDX,TypeEPP,Pilot_TBLR,Crew_TFQI,No,Vegan,Available,True,True,True,0,No
7,Spirit Airlines,5675,2023-01-04 06:11:12,2023-02-15 15:50:51,20:15:38,21:28:03,BQUJ,Name_REWWY,SeatWNV,Business,506.23,Meal,3643,Cancelled,GateYC,A,ClaimHHL,8.59,0,LOCUIK,TypeAXH,Pilot_LJKV,Crew_WXSW,No,No Meal,Available,True,True,False,0,Yes
7,Spirit Airlines,9791,2023-07-18 17:02:25,2023-10-28 11:47:17,17:20:32,18:24:05,BUKM,Name_MYSFE,SeatBHX,Business,858.5,No Extras,0,Cancelled,GateSI,C,ClaimLTE,2.7,1,LOCZMO,TypeSND,Pilot_FVXQ,Crew_RTNG,Yes,Vegan,Not Available,False,False,True,2,Yes
7,Spirit Airlines,9181,2023-06-20 07:56:59,2023-10-17 14:52:48,21:01:46,09:27:28,BFSG,Name_KOOUV,SeatZFM,Business,531.5,No Extras,0,Pending,GateSG,C,ClaimNYF,6.32,2,LOCEML,TypeFJR,Pilot_VGLL,Crew_STKA,Yes,Vegetarian,Not Available,False,False,False,2,Yes
7,Spirit Airlines,7710,2023-06-20 23:05:51,2023-10-17 05:45:56,06:53:49,00:18:00,BICA,Name_NDPNW,SeatWVQ,Economy,316.74,Meal,0,Pending,GateAP,A,ClaimQZO,10.83,0,LOCTAZ,TypeNKT,Pilot_UHIW,Crew_CBXO,Yes,Vegan,Available,True,True,False,0,Yes
7,Spirit Airlines,6380,2023-01-05 13:31:23,2023-10-23 10:21:26,11:29:20,10:52:10,BSJV,Name_IWIFC,SeatKGA,Economy,108.36,No Extras,1278,Confirmed,GateZG,D,ClaimLBE,8.45,2,LOCDUU,TypeYSX,Pilot_UNTZ,Crew_DYZB,No,Non-Vegetarian,Not Available,False,True,False,2,Yes
7,Spirit Airlines,4025,2023-01-07 01:49:26,2023-06-14 20:07:14,00:12:13,11:52:14,BJNC,Name_SRXIT,SeatQAK,Economy,750.44,No Extras,743,Confirmed,GateSA,D,ClaimAAG,4.19,2,LOCOGW,TypePFY,Pilot_FZIS,Crew_NULH,No,Non-Vegetarian,Not Available,False,True,True,2,Yes
7,Spirit Airlines,7231,2023-02-28 04:15:33,2023-07-07 00:29:14,12:18:09,06:02:34,BJGO,Name_TBOHN,SeatDSU,First,282.12,Extra Baggage,0,Confirmed,GatePP,D,ClaimYQM,6.61,1,LOCHAT,TypeURC,Pilot_TEWF,Crew_EOCY,Yes,Vegan,Available,True,True,False,1,No
7,Spirit Airlines,2705,2023-02-12 13:49:49,2023-05-13 14:45:52,13:56:24,17:33:02,BWNY,Name_NWKVF,SeatOXK,Economy,918.44,Extra Baggage,0,Pending,GateSH,B,ClaimYDY,11.14,2,LOCRWV,TypeEYY,Pilot_CRBG,Crew_XFYY,Yes,Vegan,Available,True,False,True,2,No
7,Spirit Airlines,9481,2023-09-23 14:18:53,2023-10-10 13:11:48,03:49:52,22:26:41,BVHH,Name_EHKVO,SeatVGA,Economy,365.21,No Extras,0,Pending,GateUD,B,ClaimYYG,5.24,0,LOCJAE,TypeHUJ,Pilot_SEJQ,Crew_NAKF,Yes,Non-Vegetarian,Available,True,True,False,0,No
7,Spirit Airlines,4945,2023-09-16 01:55:17,2023-12-18 17:48:15,23:07:33,05:34:25,BAMV,Name_GQRLO,SeatAHO,First,636.83,Extra Baggage,3508,Pending,GateGE,B,ClaimWXX,2.01,1,LOCTCU,TypeRCS,Pilot_ARAF,Crew_YRJX,No,Non-Vegetarian,Available,True,True,True,2,No
7,Spirit Airlines,9584,2023-07-15 04:29:43,2023-08-16 07:17:06,07:51:23,19:15:44,BGDA,Name_OKSKS,SeatLWO,Economy,533.07,Extra Baggage,0,Cancelled,GateAN,C,ClaimERD,2.56,1,LOCUEX,TypeGGH,Pilot_KMXF,Crew_MMVH,No,Non-Vegetarian,Not Available,False,False,True,2,No
7,Spirit Airlines,8749,2023-05-10 05:33:19,2023-08-01 03:49:45,01:18:46,20:01:22,BJAQ,Name_LKWLJ,SeatVHC,First,536.47,No Extras,0,Pending,GateUA,A,ClaimWEO,7.41,0,LOCJDI,TypeECG,Pilot_DZMB,Crew_CGUA,Yes,Vegan,Not Available,True,False,False,0,No
7,Spirit Airlines,4747,2023-08-29 16:36:35,2023-09-02 22:10:43,07:16:38,18:41:38,BVDJ,Name_HOJZL,SeatQAX,Economy,65.76,Extra Baggage,1632,Confirmed,GateED,A,ClaimXGT,7.4,1,LOCBOT,TypeZDS,Pilot_AEPE,Crew_VADC,No,Vegetarian,Not Available,True,True,False,0,No
7,Spirit Airlines,3623,2023-01-31 11:33:51,2023-03-19 06:43:31,02:35:23,03:17:25,BGTL,Name_GNDVH,SeatSPQ,First,435.79,Meal,0,Cancelled,GateNG,A,ClaimMHV,9.3,1,LOCFHJ,TypeSQZ,Pilot_EQZL,Crew_TDMU,No,Vegetarian,Available,True,False,True,0,No
7,Spirit Airlines,5980,2023-04-15 21:33:36,2023-05-19 22:53:57,22:49:47,23:13:30,BZSS,Name_VARLL,SeatXDC,First,145.36,Meal,1846,Confirmed,GateLC,B,ClaimJDB,11.63,0,LOCCZK,TypeLLZ,Pilot_DPVV,Crew_ANWP,No,Vegan,Not Available,True,False,False,2,Yes
7,Spirit Airlines,9016,2023-02-20 11:32:45,2023-12-17 19:13:11,02:28:31,11:46:13,BYXT,Name_FFLDG,SeatDSK,Economy,360.12,No Extras,0,Confirmed,GateUC,D,ClaimDJR,6.26,0,LOCYVZ,TypeMGK,Pilot_YRYB,Crew_UAHZ,Yes,Vegetarian,Available,False,True,True,1,Yes
7,Spirit Airlines,8762,2023-06-10 10:47:34,2023-07-09 08:32:15,07:13:55,19:58:51,BRYF,Name_LIGPO,SeatLCD,First,212.68,Extra Baggage,225,Confirmed,GateLY,B,ClaimKVY,5.93,2,LOCNSH,TypeYAS,Pilot_HVXC,Crew_CSMF,No,No Meal,Available,True,True,True,2,Yes
7,Spirit Airlines,5116,2023-07-11 08:18:17,2023-08-18 14:15:32,17:12:23,10:56:21,BOPJ,Name_MZTOP,SeatRLF,Business,970.83,Extra Baggage,0,Confirmed,GateOE,A,ClaimNTW,4.2,2,LOCESF,TypeMRV,Pilot_BAEI,Crew_MNFD,No,Non-Vegetarian,Not Available,True,False,True,1,Yes
7,Spirit Airlines,4795,2023-09-02 07:32:13,2023-10-17 16:14:47,15:11:58,02:10:57,BVLL,Name_HJGBW,SeatMVT,First,944.92,Extra Baggage,0,Confirmed,GateXX,B,ClaimGIH,5.53,1,LOCIEZ,TypeRWZ,Pilot_GKZW,Crew_IKJJ,No,Vegan,Not Available,False,True,False,1,No
7,Spirit Airlines,5074,2023-03-07 19:47:31,2023-10-02 18:19:07,13:41:08,11:21:43,BBDY,Name_QYWWB,SeatAKK,First,952.13,Meal,3969,Confirmed,GateXS,D,ClaimWWU,10.84,0,LOCWOR,TypeSIE,Pilot_SCCZ,Crew_GLRT,No,Non-Vegetarian,Available,False,True,False,0,Yes
7,Spirit Airlines,9508,2023-03-22 12:41:40,2023-05-20 04:21:52,03:11:02,15:01:09,BSTZ,Name_HYHXN,SeatLAN,First,609.37,No Extras,1930,Confirmed,GateXY,D,ClaimUHV,6.51,2,LOCIXK,TypeDUK,Pilot_CPKA,Crew_JJXJ,Yes,Non-Vegetarian,Available,True,True,False,2,No
7,Spirit Airlines,9987,2023-11-12 04:41:55,2023-11-20 05:41:10,01:41:39,15:21:41,BUDA,Name_BUPUM,SeatHHX,Economy,284.62,Extra Baggage,723,Cancelled,GateEY,B,ClaimQSC,11.99,2,LOCUOF,TypeNMX,Pilot_HXRS,Crew_DNYC,No,No Meal,Available,True,True,False,1,Yes
7,Spirit Airlines,9623,2023-08-27 16:50:17,2023-08-31 03:55:37,08:38:27,12:51:18,BZSV,Name_RSZBI,SeatPKH,Business,830.91,Meal,0,Pending,GateMG,B,ClaimLAP,8.77,2,LOCUGF,TypeYUR,Pilot_ZOUK,Crew_CDBM,No,Vegetarian,Available,False,True,True,2,Yes
7,Spirit Airlines,5507,2023-04-02 10:29:40,2023-10-30 17:24:40,00:22:01,05:24:01,BGGQ,Name_JEYOC,SeatBRW,Economy,521.32,Extra Baggage,0,Pending,GateAB,D,ClaimPZR,7.0,0,LOCRIY,TypeHYI,Pilot_INSZ,Crew_VBRV,Yes,Vegetarian,Available,True,True,False,0,No
7,Spirit Airlines,2354,2023-09-13 21:24:22,2023-09-23 04:20:28,05:47:43,09:15:13,BRKS,Name_HKIXM,SeatEAL,First,193.86,Meal,0,Pending,GateGK,D,ClaimIRA,1.16,2,LOCOBA,TypeSCO,Pilot_KBBL,Crew_NMCX,No,No Meal,Available,False,False,False,0,No
7,Spirit Airlines,2732,2023-01-10 09:20:50,2023-12-29 19:05:27,23:14:50,05:19:44,BJYE,Name_MTTJE,SeatGJI,Economy,710.26,Meal,0,Pending,GateII,A,ClaimTSG,11.77,1,LOCJLO,TypeEFZ,Pilot_QDSQ,Crew_VCNW,Yes,Vegan,Available,True,False,True,1,Yes
7,Spirit Airlines,2081,2023-03-19 06:46:14,2023-03-23 08:40:41,01:28:55,06:37:51,BDPC,Name_VVWHN,SeatZCW,First,377.26,Extra Baggage,2996,Pending,GateIT,D,ClaimLHS,10.89,0,LOCBKC,TypeFAM,Pilot_RHUJ,Crew_EZST,Yes,Non-Vegetarian,Not Available,True,True,False,2,No
7,Spirit Airlines,8147,2023-03-12 20:33:54,2023-06-29 17:53:55,21:57:29,08:32:06,BYRW,Name_SWICQ,SeatGMP,Business,86.92,Extra Baggage,0,Pending,GateZC,D,ClaimUQW,4.28,0,LOCBTQ,TypeOST,Pilot_BIRI,Crew_EYIX,Yes,Vegan,Available,True,False,True,1,Yes
7,Spirit Airlines,3675,2023-04-05 06:54:52,2023-04-15 20:25:36,15:23:47,08:22:43,BKFX,Name_MWQNP,SeatIKG,First,201.11,No Extras,0,Confirmed,GateCZ,C,ClaimVWU,7.73,1,LOCPCX,TypeGOL,Pilot_HFVO,Crew_DNKJ,No,No Meal,Not Available,True,True,True,0,No
7,Spirit Airlines,5581,2023-06-03 10:53:21,2023-12-29 14:08:24,02:53:33,15:04:22,BSAY,Name_WFGVJ,SeatNJG,First,177.33,Meal,0,Confirmed,GateCP,D,ClaimWWZ,1.86,0,LOCZXQ,TypeQLN,Pilot_DOHB,Crew_MZEH,No,Vegetarian,Not Available,False,False,False,1,Yes
7,Spirit Airlines,9484,2023-08-30 08:37:17,2023-11-03 11:52:06,21:33:06,15:53:19,BVMY,Name_JIUXP,SeatGTQ,Business,295.37,Extra Baggage,0,Cancelled,GateSW,B,ClaimPFV,1.94,0,LOCMUC,TypePFI,Pilot_UYDQ,Crew_BAJR,No,Non-Vegetarian,Not Available,False,False,False,0,Yes
7,Spirit Airlines,5711,2023-09-13 23:21:17,2023-12-09 20:17:39,04:41:34,09:19:11,BLXC,Name_IABNE,SeatUUA,Economy,497.96,Meal,2581,Confirmed,GateDL,A,ClaimWOO,7.25,0,LOCIPE,TypeZYX,Pilot_YDSE,Crew_XLWJ,No,No Meal,Not Available,True,False,False,1,Yes
7,Spirit Airlines,2394,2023-02-07 12:41:33,2023-02-17 17:13:36,13:32:00,05:00:50,BNPT,Name_YQMQK,SeatKPV,Business,629.69,Extra Baggage,0,Confirmed,GateKJ,C,ClaimXIX,3.32,2,LOCDUE,TypeVMG,Pilot_HYSQ,Crew_YCUI,Yes,No Meal,Not Available,False,True,False,2,No
7,Spirit Airlines,9116,2023-02-12 09:07:12,2023-06-19 16:56:59,08:19:52,23:49:25,BHGD,Name_STCUK,SeatYTH,First,482.68,Extra Baggage,2906,Cancelled,GateHI,D,ClaimXZM,8.92,1,LOCNLG,TypeMCM,Pilot_EHGP,Crew_DPEU,Yes,Vegetarian,Not Available,False,True,True,1,No
7,Spirit Airlines,7338,2023-02-04 11:35:45,2023-02-17 11:32:25,11:37:22,12:25:29,BULM,Name_BSGIN,SeatNGY,Economy,459.54,No Extras,857,Pending,GateOH,A,ClaimCLY,5.31,1,LOCJND,TypeQWG,Pilot_WKNM,Crew_GQHM,No,No Meal,Not Available,True,False,False,1,No
7,Spirit Airlines,9956,2023-09-05 20:44:53,2023-12-18 03:43:40,11:06:20,16:21:32,BMYE,Name_UIKFP,SeatOOC,Economy,284.68,Extra Baggage,0,Confirmed,GateMO,D,ClaimPXO,4.5,2,LOCWGO,TypeLBH,Pilot_ZVZX,Crew_BJTW,Yes,Vegan,Not Available,True,True,False,2,No
7,Spirit Airlines,5633,2023-06-25 12:51:12,2023-10-01 15:01:29,21:08:13,09:25:12,BYBQ,Name_GSKRG,SeatRFC,Economy,101.74,No Extras,0,Cancelled,GateYM,D,ClaimCQR,5.13,0,LOCSBA,TypeORN,Pilot_FKRO,Crew_BXZQ,Yes,Non-Vegetarian,Available,False,False,False,1,Yes
7,Spirit Airlines,8717,2023-09-20 17:32:48,2023-11-29 00:17:07,04:13:38,01:22:14,BAUY,Name_LSGZR,SeatBFV,Economy,956.22,Meal,3641,Pending,GateNI,A,ClaimOPW,3.4,0,LOCADE,TypeBKI,Pilot_WLFT,Crew_EUMJ,No,Vegan,Available,False,False,False,2,Yes
7,Spirit Airlines,1576,2023-07-13 20:15:38,2023-12-11 19:24:57,13:50:18,11:12:41,BUXC,Name_AAEEH,SeatPVI,Economy,657.43,Meal,0,Confirmed,GateJA,D,ClaimPCE,2.91,1,LOCORW,TypeNAM,Pilot_FHVP,Crew_XESC,Yes,Vegan,Not Available,False,True,False,2,Yes
7,Spirit Airlines,5779,2023-05-11 00:54:17,2023-12-18 22:55:33,17:40:23,20:08:43,BFQS,Name_AXRAN,SeatOQY,Economy,639.03,Meal,4103,Cancelled,GateJO,B,ClaimFNK,3.94,0,LOCXXA,TypeNAO,Pilot_SNOW,Crew_SCHV,No,Non-Vegetarian,Available,True,False,True,2,Yes
7,Spirit Airlines,6301,2023-05-11 16:15:20,2023-08-22 12:07:18,20:35:06,13:49:15,BYCI,Name_XFAYS,SeatYXI,Business,341.49,Meal,0,Cancelled,GateBM,C,ClaimEWS,7.99,2,LOCHNX,TypeJHV,Pilot_GBOY,Crew_IJWP,Yes,No Meal,Available,True,False,False,1,Yes
7,Spirit Airlines,2633,2023-08-19 11:01:30,2023-08-30 10:34:07,05:51:01,14:03:56,BVOF,Name_AYIWR,SeatZXW,Economy,57.96,Extra Baggage,0,Cancelled,GateVX,D,ClaimQLM,4.5,1,LOCEHT,TypeQGG,Pilot_WYOI,Crew_DLTN,No,Vegan,Available,False,False,False,0,Yes
7,Spirit Airlines,2096,2023-04-04 22:15:45,2023-06-02 16:35:31,12:11:55,10:26:21,BFXD,Name_KWTBT,SeatIOM,Business,91.71,Meal,3445,Confirmed,GateWR,B,ClaimSYP,8.78,2,LOCXUE,TypeRWJ,Pilot_XGUC,Crew_WMLI,No,Vegetarian,Not Available,True,False,False,0,No
7,Spirit Airlines,7497,2023-03-05 05:05:06,2023-05-31 04:18:55,04:43:45,11:07:57,BHBG,Name_DKWNF,SeatNBB,Economy,171.54,Extra Baggage,0,Cancelled,GateTV,B,ClaimYTQ,8.77,2,LOCEBP,TypeITM,Pilot_KKUC,Crew_CYSM,No,Vegan,Available,True,False,False,1,Yes
